"news_words","hunspell_stem","hunspell_time","porter_stem","porter_time","rslp_stem","rslp_time","truncation_3","truncation_4","truncation_5","truncation_6","truncation_7","truncation_8"
"migração","migração",8.8838973124822,"migraçã",7.93299841880798,"migr",1.16665184895198,"mig","migr","migra","migraç","migraçã","migração"
"milionárias","milionário",8.88500462373098,"milionár",7.93386125564575,"milionar",1.16709118684133,"mil","mili","milio","milion","milioná","milionár"
"milícia","milícia",8.88623708883921,"milíc",7.93480968475342,"milic",1.16730914910634,"mil","milí","milíc","milíci","milícia","milícia"
"minimamente","mínimo",8.88735821247101,"minim",7.93565201759338,"minim",1.1674981713295,"min","mini","minim","minima","minimam","minimame"
"minimizar","minimizar",8.8884761929512,"minimiz",7.93651080131531,"minim",1.1677432179451,"min","mini","minim","minimi","minimiz","minimiza"
"ministrados","ministrar",8.88973748286565,"ministr",7.93735837936401,"ministr",1.1679648399353,"min","mini","minis","minist","ministr","ministra"
"minuciosamente","minucioso",8.89087598323822,"minuc",7.93818473815918,"minucios",1.16815549532572,"min","minu","minuc","minuci","minucio","minucios"
"minério","minério",8.89202695687612,"minéri",7.93901133537292,"mineri",1.16834088961283,"min","miné","minér","minéri","minério","minério"
"mirantes","mirar",8.89344680309296,"mirant",7.93983888626099,"mir",1.16851796309153,"mir","mira","miran","mirant","mirante","mirantes"
"miseravelmente","miserável",8.89465595086416,"miser",7.94067621231079,"misera",1.16865908702215,"mis","mise","miser","misera","miserav","miserave"
"mista","misto",8.89587792158127,"mist",7.94149422645569,"mist",1.16881499290466,"mis","mist","mista","mista","mista","mista"
"misto","misto",8.89712729454041,"mist",7.94231343269348,"mist",1.16895068089167,"mis","mist","misto","misto","misto","misto"
"mistura","misturar",8.89828178485235,"mistur",7.94312715530396,"mist",1.16907759904861,"mis","mist","mistu","mistur","mistura","mistura"
"mobilização","mobilização",8.89960259199142,"mobiliz",7.94398641586304,"mobil",1.16920681794484,"mob","mobi","mobil","mobili","mobiliz","mobiliza"
"mobilizações","mobilização",8.90078735351562,"mobiliz",7.94482660293579,"mobil",1.16936184565226,"mob","mobi","mobil","mobili","mobiliz","mobiliza"
"moderada","moderar",8.9020149230957,"moder",7.94565868377686,"moder",1.16949379841487,"mod","mode","moder","modera","moderad","moderada"
"moderado","moderar",8.90334124962489,"moder",7.94647622108459,"moder",1.1696132183075,"mod","mode","moder","modera","moderad","moderado"
"modificações","modificação",8.9045305053393,"modific",7.94731831550598,"modific",1.16974841753642,"mod","modi","modif","modifi","modific","modifica"
"modificou","modificar",8.90573750336965,"modific",7.94819116592407,"modific",1.16987682978312,"mod","modi","modif","modifi","modific","modifico"
"molecular","molecular",8.90705125729243,"molecul",7.94912672042847,"molecul",1.17001708745956,"mol","mole","molec","molecu","molecul","molecula"
"moleque","molecar",8.90824025472005,"molequ",7.95002460479736,"molequ",1.17015711466471,"mol","mole","moleq","molequ","moleque","moleque"
"momento","momento",8.9094518661499,"moment",7.95085740089417,"moment",1.17030653953552,"mom","mome","momen","moment","momento","momento"
"monitoradas","monitorar",8.91073664029439,"monitor",7.95170831680298,"monitor",1.17045285701752,"mon","moni","monit","monito","monitor","monitora"
"monitorado","monitorar",8.91196738481522,"monitor",7.95879077911377,"monitor",1.17057101329168,"mon","moni","monit","monito","monitor","monitora"
"monitores","monitor",8.91325173775355,"monitor",7.95985221862793,"moni",1.17069964806239,"mon","moni","monit","monito","monitor","monitore"
"monopólio","monopólio",8.91436882416407,"monopóli",7.96087002754211,"monopoli",1.17084701458613,"mon","mono","monop","monopó","monopól","monopóli"
"montanhosa","montanhoso",8.91548343499502,"montanh",7.96173357963562,"montanh",1.1709764122963,"mon","mont","monta","montan","montanh","montanho"
"montou","montar",8.91673545440038,"mont",7.96257090568542,"mont",1.17113735278447,"mon","mont","monto","montou","montou","montou"
"moradia","moradio",8.91785984436671,"morad",7.96339702606201,"morad",1.17128377358119,"mor","mora","morad","moradi","moradia","moradia"
"moradora","morar",8.9189839442571,"morador",7.9642505645752,"mor",1.17143031756083,"mor","mora","morad","morado","morador","moradora"
"morando","morar",8.92021222114563,"mor",7.9650719165802,"mor",1.17159860531489,"mor","mora","moran","morand","morando","morando"
"mordida","morder",8.92141646544139,"mord",7.96590089797974,"mord",1.17174919446309,"mor","mord","mordi","mordid","mordida","mordida"
"morresse","morrer",8.9225776274999,"morr",7.96674680709839,"morr",1.1718970656395,"mor","morr","morre","morres","morress","morresse"
"morrido","morrer",8.92382317781448,"morr",7.96756768226624,"morr",1.17204116980235,"mor","morr","morri","morrid","morrido","morrido"
"mosquitos","mosquito",8.924942390124,"mosquit",7.96841168403625,"mosquit",1.17224462827047,"mos","mosq","mosqu","mosqui","mosquit","mosquito"
"mostraria","mostrar",8.92607997655869,"mostr",7.9692530632019,"mostr",1.17244281371435,"mos","most","mostr","mostra","mostrar","mostrari"
"mostrassem","mostrar",8.92732619841894,"mostr",7.97009372711182,"mostr",1.17262146870295,"mos","most","mostr","mostra","mostras","mostrass"
"motim","motim",8.92846566041311,"motim",7.97091794013977,"motim",1.17281103928884,"mot","moti","motim","motim","motim","motim"
"motivado","motivar",8.92976613839467,"motiv",7.9717960357666,"motiv",1.17295580705007,"mot","moti","motiv","motiva","motivad","motivado"
"motivação","motivação",8.93091906309128,"motiv",7.97264885902405,"motiv",1.17316130797068,"mot","moti","motiv","motiva","motivaç","motivaçã"
"motivações","motivação",8.93207727273305,"motiv",7.97358179092407,"motiv",1.17332788308461,"mot","moti","motiv","motiva","motivaç","motivaçõ"
"motociclista","motociclismo",8.93337264458338,"motocicl",7.97441172599792,"motocicl",1.17348110278447,"mot","moto","motoc","motoci","motocic","motocicl"
"movimenta","movimentar",8.93452814817429,"moviment",7.97523164749146,"moviment",1.17366334994634,"mov","movi","movim","movime","movimen","moviment"
"movimentado","movimentar",8.93567481040955,"moviment",7.97606468200684,"moviment",1.17382316589355,"mov","movi","movim","movime","movimen","moviment"
"mude","mudar",8.93694316943487,"mud",7.97687530517578,"mud",1.17403916517893,"mud","mude","mude","mude","mude","mude"
"multidão","multidão",8.93806749979655,"multidã",7.97768950462341,"mult",1.17444801330566,"mul","mult","multi","multid","multidã","multidão"
"multilaterais","multilateral",8.93919794956843,"multilater",7.97851538658142,"multilater",1.17459831635157,"mul","mult","multi","multil","multila","multilat"
"mundialmente","mundial",8.94042653242747,"mundial",7.97934436798096,"mund",1.17480562527974,"mun","mund","mundi","mundia","mundial","mundialm"
"munição","munição",8.94155127604802,"muniçã",7.98018598556519,"mun",1.17496797641118,"mun","muni","muniç","muniçã","munição","munição"
"munícipe","munícipe",8.94279507001241,"munícip",7.98105049133301,"municip",1.17512185176214,"mun","muní","muníc","muníci","munícip","munícipe"
"musculação","musculação",8.94392753442128,"muscul",7.98188996315002,"muscul",1.17525269587835,"mus","musc","muscu","muscul","muscula","musculaç"
"mutação","mutação",8.94506979386012,"mutaçã",7.98271775245667,"mut",1.17538561026255,"mut","muta","mutaç","mutaçã","mutação","mutação"
"muçulmana","muçulmano",8.94629836082458,"muçulman",7.9838695526123,"muculm",1.17554138501485,"muç","muçu","muçul","muçulm","muçulma","muçulman"
"muçulmanos","muçulmano",8.94741332133611,"muçulman",7.98482918739319,"muculm",1.1756767988205,"muç","muçu","muçul","muçulm","muçulma","muçulman"
"más","má",8.94853212833405,"más",7.98568105697632,"ma",1.17584749062856,"más","más","más","más","más","más"
"mérito","mérito",8.95037107070287,"mérit",7.98745393753052,"merit",1.17598982254664,"mér","méri","mérit","mérito","mérito","mérito"
"méritos","mérito",8.95148572921753,"mérit",7.98832440376282,"merit",1.17614765167236,"mér","méri","mérit","mérito","méritos","méritos"
"mínimas","mínimo",8.95271821816762,"mínim",7.98916554450989,"min",1.17630214293798,"mín","míni","mínim","mínima","mínimas","mínimas"
"namorando","namorar",8.95386461814245,"namor",7.98999929428101,"namor",1.17645490169525,"nam","namo","namor","namora","namoran","namorand"
"naqueles","naquele",8.95499997138977,"naquel",7.99083042144775,"naquel",1.17662313381831,"naq","naqu","naque","naquel","naquele","naqueles"
"narcotráfico","narcotráfico",8.9562553246816,"narcotráf",7.99168491363525,"narcotraf",1.17675098975499,"nar","narc","narco","narcot","narcotr","narcotrá"
"nariz","nariz",8.95741130113602,"nariz",7.99254179000854,"nariz",1.17689023812612,"nar","nari","nariz","nariz","nariz","nariz"
"narra","narrar",8.95854975779851,"narr",7.99337339401245,"narr",1.17703992128372,"nar","narr","narra","narra","narra","narra"
"nascente","nascente",8.95981521209081,"nascent",7.99421381950378,"nasc",1.17717320124308,"nas","nasc","nasce","nascen","nascent","nascente"
"natalinas","natalino",8.96095337470373,"natalin",7.99506187438965,"natalin",1.17733568747838,"nat","nata","natal","natali","natalin","natalina"
"natação","natação",8.962278119723,"nataçã",7.99590229988098,"nat",1.17746560573578,"nat","nata","nataç","nataçã","natação","natação"
"nazista","nazismo",8.96340494553248,"nazist",7.99673867225647,"nazist",1.17761588493983,"naz","nazi","nazis","nazist","nazista","nazista"
"necessita","necessitar",8.96453735431035,"necessit",7.99756550788879,"necessit",1.17779128154119,"nec","nece","neces","necess","necessi","necessit"
"necessitar","necessitar",8.96580452521642,"necessit",7.99843692779541,"necess",1.17793145179749,"nec","nece","neces","necess","necessi","necessit"
"necessitem","necessitar",8.9669292529424,"necessit",7.99930834770203,"necessit",1.17806576490402,"nec","nece","neces","necess","necessi","necessit"
"necessário","necessário",8.96807078917821,"necessári",8.00022840499878,"necess",1.17818427483241,"nec","nece","neces","necess","necessá","necessár"
"negado","negar",8.96933363278707,"neg",8.00104284286499,"neg",1.17830512523651,"neg","nega","negad","negado","negado","negado"
"negativa","negativar",8.97060531377792,"negat",8.0018584728241,"nega",1.17843552827835,"neg","nega","negat","negati","negativ","negativa"
"negativas","negativar",8.9719980041186,"negat",8.00267744064331,"nega",1.17857778867086,"neg","nega","negat","negati","negativ","negativa"
"negligência","negligência",8.97336855332057,"negligent",8.00350189208984,"neglig",1.17870627244314,"neg","negl","negli","neglig","negligê","negligên"
"negociado","negociar",8.97457762956619,"negoc",8.00434422492981,"negoci",1.17882259289424,"neg","nego","negoc","negoci","negocia","negociad"
"neles","nele",8.97588459253311,"nel",8.00515651702881,"nel",1.17896621624629,"nel","nele","neles","neles","neles","neles"
"nervosa","nervoso",8.97726316054662,"nervos",8.00597453117371,"nerv",1.17909864981969,"ner","nerv","nervo","nervos","nervosa","nervosa"
"nervosismo","nervoso",8.97843939065933,"nervos",8.0068039894104,"nervos",1.17921976645788,"ner","nerv","nervo","nervos","nervosi","nervosis"
"nicho","nichar",8.97981479167938,"nich",8.00761246681213,"nich",1.17935540676117,"nic","nich","nicho","nicho","nicho","nicho"
"nobres","nobre",8.98100669781367,"nobr",8.00843214988708,"nobr",1.17951095501582,"nob","nobr","nobre","nobres","nobres","nobres"
"nomeou","nomear",8.98224694331487,"nom",8.00924348831177,"nome",1.17964148521423,"nom","nome","nomeo","nomeou","nomeou","nomeou"
"nordestino","nordestino",8.98357142210007,"nordestin",8.01006841659546,"nordestin",1.17978450457255,"nor","nord","norde","nordes","nordest","nordesti"
"normais","normal",8.98475884993871,"norm",8.01087141036987,"norm",1.17994622389476,"nor","norm","norma","normai","normais","normais"
"normalidade","normal",8.98592615524928,"normal",8.01169943809509,"normal",1.18006263971329,"nor","norm","norma","normal","normali","normalid"
"normalize","normalizar",8.98722304900487,"normaliz",8.01256513595581,"normaliz",1.18020707766215,"nor","norm","norma","normal","normali","normaliz"
"notificado","notificar",8.98895690838496,"notific",8.01410627365112,"notific",1.18032771348953,"not","noti","notif","notifi","notific","notifica"
"noturna","noturno",8.99024059772491,"noturn",8.01494288444519,"noturn",1.18047678470612,"not","notu","notur","noturn","noturna","noturna"
"noturnas","noturno",8.99140229225159,"noturn",8.01578283309937,"noturn",1.18064765532811,"not","notu","notur","noturn","noturna","noturnas"
"noutros","noutro",8.99255298773448,"noutr",8.01694273948669,"noutr",1.18105344374975,"nou","nout","noutr","noutro","noutros","noutros"
"nuances","nuançar",8.99382750193278,"nuanc",8.01786518096924,"nuanc",1.18121052980423,"nua","nuan","nuanc","nuance","nuances","nuances"
"nuclear","nuclear",8.99499845504761,"nucl",8.01871395111084,"nucle",1.18135339419047,"nuc","nucl","nucle","nuclea","nuclear","nuclear"
"nutricionista","nutrição",8.99615476528803,"nutricion",8.01962065696716,"nutr",1.18148306210836,"nut","nutr","nutri","nutric","nutrici","nutricio"
"obedecendo","obedecer",8.99740666945775,"obedec",8.02053809165955,"obedec",1.18161902427673,"obe","obed","obede","obedec","obedece","obedecen"
"obedeceu","obedecer",8.99860173861186,"obedec",8.02137660980225,"obedec",1.18176678021749,"obe","obed","obede","obedec","obedece","obedeceu"
"obesidade","obeso",8.99974513053894,"obes",8.02220749855042,"obes",1.1818995475769,"obe","obes","obesi","obesid","obesida","obesidad"
"objectivo","objectivar",9.00100334485372,"object",8.02305674552917,"objec",1.18202218214671,"obj","obje","objec","object","objecti","objectiv"
"objetiva","objetivar",9.00216348171234,"objet",8.02391147613525,"obje",1.18215521971385,"obj","obje","objet","objeti","objetiv","objetiva"
"objetivando","objetivar",9.00344125827153,"objetiv",8.02477192878723,"objetiv",1.18228802680969,"obj","obje","objet","objeti","objetiv","objetiva"
"obrigados","obrigar",9.00458592971166,"obrig",8.02570867538452,"obrig",1.18241494496663,"obr","obri","obrig","obriga","obrigad","obrigado"
"obrigar","obrigar",9.00573759476344,"obrig",8.02655482292175,"obrig",1.18255354960759,"obr","obri","obrig","obriga","obrigar","obrigar"
"obrigatoriamente","obrigatório",9.00702990293503,"obrigatori",8.02744364738464,"obrigat",1.18267339468002,"obr","obri","obrig","obriga","obrigat","obrigato"
"obrigatoriedade","obrigatoriedade",9.00818299849828,"obrigatoriedad",8.0283191204071,"obrigatoriedad",1.18281224966049,"obr","obri","obrig","obriga","obrigat","obrigato"
"obrigou","obrigar",9.00933887958527,"obrig",8.02918839454651,"obrig",1.18295095364253,"obr","obri","obrig","obrigo","obrigou","obrigou"
"observando","observar",9.01068541208903,"observ",8.03003263473511,"observ",1.18309070269267,"obs","obse","obser","observ","observa","observan"
"observância","observância",9.01186683575312,"observ",8.03087377548218,"observ",1.18321526447932,"obs","obse","obser","observ","observâ","observân"
"obstáculos","obstáculo",9.01305553515752,"obstácul",8.03177666664124,"obstacul",1.18337140878042,"obs","obst","obstá","obstác","obstácu","obstácul"
